"childid","catholic","race","race_white","race_black","race_hispanic","race_asian","p5numpla","p5hmage","p5hdage","w3daded","w3momed","w3daded_hsb","w3momed_hsb","w3momscr","w3dadscr","w3inccat","w3income","w3povrty","p5fstamp","c5r2mtsc","c5r2mtsc_std","w3income_1k"
"0792013C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,34,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,48.69,48.69,"$40,001 TO $50,000",45000.5,0,NA,44.549,-0.613250896224257,45.0005
"0792014C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,29,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,39.2,"$30,001 TO $35,000",32500.5,0,0,49.844,-0.068165872973921,32.5005
"0792015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,41,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,33.42,35.78,"$50,001 TO $75,000",62500.5,0,0,56.111,0.576980083722935,62.5005
"0792016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,33,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,39.18,"$50,001 TO $75,000",62500.5,0,0,46.083,-0.455335801669769,62.5005
"0792017C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.957,-0.365363316245634,NA
"0792018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,55,41,"9TH - 12TH GRADE","8TH GRADE OR BELOW",1,1,34.95,39.2,"$25,001 TO $30,000",27500.5,0,0,37.817,-1.30626550935386,27.5005
"0792021C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.506,-0.411790765818042,NA
"0792022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,66,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.92,"$10,001 TO $15,000",12500.5,1,1,50.841,0.0344686441517796,12.5005
"0792024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,34,"9TH - 12TH GRADE","NOT APPLICABLE",1,NA,NA,35.63,"$15,001 TO $20,000",17500.5,0,0,45.536,-0.511645812570228,17.5005
"0792025C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,34.95,39.2,"$25,001 TO $30,000",27500.5,0,0,37.79,-1.30904497972738,27.5005
"0797002C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,25,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,61.56,38.18,"$50,001 TO $75,000",62500.5,0,0,59.722,0.948708510343702,62.5005
"0797003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,45,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,33.42,"$25,001 TO $30,000",27500.5,0,0,52.003,0.154088813560068,27.5005
"0797009C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.846,-1.50916684662042,NA
"0797010C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,30,29,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,38.18,"$35,001 TO $40,000",37500.5,0,0,50.908,0.0413658484119821,37.5005
"0797011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,42,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,39.18,"$20,001 TO $25,000",22500.5,0,0,59.545,0.930487537895107,22.5005
"0797014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",1,0,34.95,33.42,"$40,001 TO $50,000",45000.5,0,0,64.986,1.49060228983185,45.0005
"0797015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,61,65,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,NA,NA,"$5,001 TO $10,000",7500.5,1,1,55.994,0.564935712104372,7.5005
"0797018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,38,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,39.2,"$35,001 TO $40,000",37500.5,0,0,42.847,-0.788460473102835,37.5005
"0797019C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.32,-0.636824922725546,NA
"0797020C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,51,55,"8TH GRADE OR BELOW","VOC/TECH PROGRAM",1,1,33.42,52.54,"$25,001 TO $30,000",27500.5,0,0,34.759,-1.62106626499117,27.5005
"0797021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,46,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$30,001 TO $35,000",32500.5,0,0,62.795,1.26505341618851,32.5005
"0797022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,33.42,"$50,001 TO $75,000",62500.5,0,0,34.231,-1.67542035229545,62.5005
"0797025C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,45,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,33.42,"$25,001 TO $30,000",27500.5,0,0,45.48,-0.517410640011592,27.5005
"0799005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,27,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,29.6,39.2,"$30,001 TO $35,000",32500.5,0,0,47.835,-0.27497905743283,32.5005
"0799006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,52,56,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,35.63,"$15,001 TO $20,000",17500.5,0,0,33.305,-1.77074589177228,17.5005
"0799008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,28,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,29.6,"$20,001 TO $25,000",22500.5,0,0,52.587,0.214207728305715,22.5005
"0799009C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.596,0.421020912764623,NA
"0799011C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,34,34,"SOME COLLEGE","MASTER'S DEGREE (MA, MS)",0,0,NA,NA,"$5,001 TO $10,000",7500.5,1,1,41.85,-0.891094990228535,7.5005
"0799013C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.614,-0.297729537156782,NA
"0799015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,40,"GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE","BACHELOR'S DEGREE",0,0,53.5,35.78,"$75,001 TO $100,000",87500.5,0,0,55.466,0.51058162480009,87.5005
"0799016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,26,29,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,35.78,35.92,"$50,001 TO $75,000",62500.5,0,0,57.705,0.741071779107455,62.5005
"0799018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,33.42,"$20,001 TO $25,000",22500.5,1,1,23.356,-2.79492925273877,22.5005
"0799020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$5,000 TO $5,000",5000,1,0,46.287,-0.434335358847659,5
"0799024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,53.5,NA,"$40,001 TO $50,000",45000.5,0,0,45.572,-0.507939852072208,45.0005
"0800001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,32,"SOME COLLEGE","SOME COLLEGE",0,0,NA,33.42,"$20,001 TO $25,000",22500.5,1,1,48.987,-0.156388321496213,22.5005
"0800002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,33.42,"$50,001 TO $75,000",62500.5,0,0,51.951,0.148735759507374,62.5005
"0800003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$15,001 TO $20,000",17500.5,0,0,44.764,-0.591118076583308,17.5005
"0800007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,33.42,NA,"$25,001 TO $30,000",27500.5,0,0,56.501,0.617127989118143,27.5005
"0800009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,26,27,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,NA,39.2,"$35,001 TO $40,000",37500.5,0,0,38.583,-1.22741090542378,37.5005
"0800011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,33,"SOME COLLEGE","NOT APPLICABLE",0,NA,NA,48.69,"$50,001 TO $75,000",62500.5,0,0,39.403,-1.14299736074668,62.5005
"0800012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,59,68,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,NA,35.63,"$25,001 TO $30,000",27500.5,0,0,55.133,0.476301490193411,27.5005
"0800013C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,27,NA,"NOT APPLICABLE","VOC/TECH PROGRAM",NA,1,53.5,NA,"$10,001 TO $15,000",12500.5,1,0,34.538,-1.64381674471512,12.5005
"0800014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,45,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,39.2,"$25,001 TO $30,000",27500.5,0,0,68.048,1.80581481885783,27.5005
"0800015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,61.56,39.2,"$50,001 TO $75,000",62500.5,0,0,57.423,0.712041755206304,62.5005
"0800016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,31,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,48.69,35.92,"$40,001 TO $50,000",45000.5,0,0,61.729,1.15531580810828,45.0005
"0800017C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,37,40,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,33.42,"$50,001 TO $75,000",62500.5,0,0,53.856,0.344842835860894,62.5005
"0800018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$5,001 TO $10,000",7500.5,1,1,33.186,-1.78299615008517,7.5005
"0800019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,57,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,35.92,"$40,001 TO $50,000",45000.5,0,0,38.114,-1.2756913352452,45.0005
"0800020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$30,001 TO $35,000",32500.5,0,0,64.839,1.47546961779828,32.5005
"0800021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,36,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,55.65,0.529523200678854,150.0005
"0800022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,44,"SOME COLLEGE","SOME COLLEGE",0,0,NA,35.78,"$50,001 TO $75,000",62500.5,0,0,51.01,0.0518660698230364,62.5005
"0800023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,41,"SOME COLLEGE","SOME COLLEGE",0,0,63.43,29.6,"$10,001 TO $15,000",12500.5,1,0,57.317,0.701129760406581,12.5005
"0800024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,32,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,38.18,35.92,"$30,001 TO $35,000",32500.5,0,0,40.461,-1.03408329944378,32.5005
"0802002C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.368,0.2946064824433,NA
"0803001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,37.67,35.92,"$50,001 TO $75,000",62500.5,0,0,47.86,-0.27240547375365,62.5005
"0803002C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,29,24,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,39.18,"$15,001 TO $20,000",17500.5,1,1,45.336,-0.532234482003669,17.5005
"0803003C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,32,36,"9TH - 12TH GRADE","8TH GRADE OR BELOW",1,1,NA,39.2,"$5,001 TO $10,000",7500.5,1,0,55.577,0.522008336335649,7.5005
"0803004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,32,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,33.42,"$25,001 TO $30,000",27500.5,0,0,54.544,0.415667858711929,27.5005
"0803005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,27,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,34.95,NA,"$15,001 TO $20,000",17500.5,1,0,33.879,-1.7116564104983,17.5005
"0803008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,30,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,38.18,33.42,"$35,001 TO $40,000",37500.5,0,0,49.761,-0.0767101707887986,37.5005
"0803010C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.429,-0.728547445051523,NA
"0803012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,43,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,35.92,35.92,"$40,001 TO $50,000",45000.5,0,0,43.018,-0.770857160737243,45.0005
"0803014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,51,53,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,NA,"$40,001 TO $50,000",45000.5,0,0,36.916,-1.39901746515151,45.0005
"0803015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,39.18,"$25,001 TO $30,000",27500.5,0,0,46.127,-0.450806294394411,27.5005
"0803016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,31,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,53.5,"$25,001 TO $30,000",27500.5,0,0,43.961,-0.673781584358572,27.5005
"0803017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,39,"8TH GRADE OR BELOW","NOT APPLICABLE",1,NA,NA,39.18,"$20,001 TO $25,000",22500.5,0,0,46.239,-0.439276639511685,22.5005
"0803020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$5,001 TO $10,000",7500.5,1,1,50.272,-0.0241061203863587,7.5005
"0803021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,29,"8TH GRADE OR BELOW","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,33.42,"$20,001 TO $25,000",22500.5,0,1,45.369,-0.528837351547151,22.5005
"0803022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,25,26,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,33.42,33.42,"$25,001 TO $30,000",27500.5,0,0,60.164,0.994209469791605,27.5005
"0803023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,NA,NA,"$25,001 TO $30,000",27500.5,0,0,53.906,0.349990003219254,27.5005
"0803024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,NA,33,"SOME COLLEGE","NOT APPLICABLE",0,NA,NA,38.18,"$25,001 TO $30,000",27500.5,0,0,44.877,-0.579485478353414,27.5005
"0804001C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,29,29,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,38.18,"$35,001 TO $40,000",37500.5,0,0,59.305,0.905781134574979,37.5005
"0804002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,38.18,"$50,001 TO $75,000",62500.5,0,0,46.141,-0.449365087534071,62.5005
"0804004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,33.42,"$25,001 TO $30,000",27500.5,0,0,44.693,-0.59842705423218,27.5005
"0804007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,48,53,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,61.56,33.42,"$30,001 TO $35,000",32500.5,0,0,54.724,0.434197661202025,32.5005
"0804011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,55,47,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,NA,NA,"$5,001 TO $10,000",7500.5,1,1,36.203,-1.47241607168173,7.5005
"0804012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,33.42,"$25,001 TO $30,000",27500.5,0,0,52.758,0.231811040671306,27.5005
"0804013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,33,37,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,33.42,33.42,"$75,001 TO $100,000",87500.5,0,0,52.339,0.188677778208248,87.5005
"0804014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,34.95,35.63,"$30,001 TO $35,000",32500.5,0,0,56.28,0.594377509394192,32.5005
"0804015C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,37,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,35.78,NA,"$10,001 TO $15,000",12500.5,1,0,38.535,-1.23235218608781,12.5005
"0804019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,29,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,39.2,"$20,001 TO $25,000",22500.5,0,0,59.455,0.921222636650059,22.5005
"0804020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,36,"SOME COLLEGE","SOME COLLEGE",0,0,35.78,48.69,"$35,001 TO $40,000",37500.5,0,0,59.979,0.975164950565673,37.5005
"0804022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,32,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,53.5,37.67,"$50,001 TO $75,000",62500.5,0,0,58.733,0.846897539995339,62.5005
"0804023C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$5,001 TO $10,000",7500.5,1,1,42.753,-0.798137147736552,7.5005
"0804024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,35,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.2,"$25,001 TO $30,000",27500.5,0,0,53.505,0.308709721005206,27.5005
"0805001C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,30,31,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,34.95,29.6,"$20,001 TO $25,000",22500.5,0,0,41.408,-0.936595949676438,22.5005
"0805002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,25,25,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,33.42,"$20,001 TO $25,000",22500.5,1,0,20.957,-3.04189034259289,22.5005
"0805003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,34,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,34.95,33.42,"$25,001 TO $30,000",27500.5,0,0,41.535,-0.923522144586204,27.5005
"0805004C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,42,32,"9TH - 12TH GRADE","SOME COLLEGE",1,0,34.95,39.18,"$10,001 TO $15,000",12500.5,1,1,38.477,-1.23832290022351,12.5005
"0805005C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,33.42,NA,"$20,001 TO $25,000",22500.5,0,0,49.435,-0.110269701965307,22.5005
"0805006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,34,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,63.43,34.95,"$40,001 TO $50,000",45000.5,0,0,52.671,0.222854969467759,45.0005
"0805008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,NA,"NOT APPLICABLE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",NA,0,59,NA,"$20,001 TO $25,000",22500.5,0,0,62.62,1.24703833043425,22.5005
"0805009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,33.42,"$35,001 TO $40,000",37500.5,0,0,31.567,-1.94966142914888,37.5005
"0805010C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.848,0.241075941916354,NA
"0805013C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.365,0.397240999569,NA
"0805017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,33,"BACHELOR'S DEGREE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,63.43,63.43,"$50,001 TO $75,000",62500.5,0,0,60.559,1.03487209192265,62.5005
"0805018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,30,29,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,61.56,33.42,"$35,001 TO $40,000",37500.5,0,0,53.818,0.34093098866854,37.5005
"0805019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,25,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,29.6,"$40,001 TO $50,000",45000.5,0,0,39.641,-1.11849684412088,45.0005
"0805020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,36,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,33.42,"$40,001 TO $50,000",45000.5,0,0,57.333,0.702776853961256,45.0005
"0805021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,33.42,"$10,001 TO $15,000",12500.5,1,0,62.878,1.27359771400339,12.5005
"0805023C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,31,38,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,35.92,"$25,001 TO $30,000",27500.5,0,0,38.558,-1.22998448910296,27.5005
"0808001C",0,"ASIAN",0,0,0,1,1,43,45,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,38.18,38.18,"$50,001 TO $75,000",62500.5,0,0,52.771,0.23314930418448,62.5005
"0808002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.92,"$35,001 TO $40,000",37500.5,0,0,58.806,0.854412404338544,37.5005
"0808003C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,33.42,"$50,001 TO $75,000",62500.5,0,0,46.717,-0.390069719565762,62.5005
"0808004C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,39,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,53.5,62.87,"$100,001 TO $200,000",150000.5,0,0,56.117,0.577597743805938,150.0005
"0808006C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,40,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,53.5,"$40,001 TO $50,000",45000.5,0,0,40.588,-1.02100949435354,45.0005
"0808007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,28,28,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,39.2,"$35,001 TO $40,000",37500.5,0,0,57.788,0.749616076922333,37.5005
"0808009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,41,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,NA,35.78,"$50,001 TO $75,000",62500.5,0,0,53.157,0.272885436191019,62.5005
"0808010C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,5,46,44,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,34.95,48.69,"$75,001 TO $100,000",87500.5,0,0,66.813,1.67867978510633,87.5005
"0808013C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,25,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,35.78,NA,"$10,001 TO $15,000",12500.5,1,1,44.829,-0.58442675901744,12.5005
"0808014C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,28,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,53.5,NA,"$30,001 TO $35,000",32500.5,0,0,57.573,0.727483257281385,32.5005
